track,seed,strategy,n_labels,macro_f1,weighted_f1,balanced_acc,f1_agn,f1_cep,f1_cv,f1_ecl,f1_lpv,f1_rr,f1_yso
b,0,random,14,0.33504678542446265,0.57086231880178,0.4288499204954624,0.7015425888665325,0.052661815396399844,0.06816143497757847,0.5841643398484244,0.6979040709391374,0.07160051848651318,0.1692927294566523
b,0,random,29,0.5271048806984753,0.848444724693997,0.5894504185123777,0.7237450462351387,0.19637040483946022,0.11075949367088607,0.9383029533569118,0.921161825726141,0.5635883905013193,0.23580605055946954
b,0,random,44,0.5799915173708184,0.8604688078841122,0.5743295301106992,0.7771679473106476,0.24075319435104237,0.38620689655172413,0.9446928689103319,0.9383364082841774,0.4745341614906832,0.29824914469712216
b,0,random,59,0.5557163876625707,0.8562178172470157,0.5853845197366628,0.7773158679112088,0.2600896860986547,0.3194888178913738,0.9479960927818518,0.9419066029097568,0.46493193175943476,0.1782857142857143
b,0,random,74,0.5564382629081652,0.8618783978496192,0.5968486718010526,0.7844534156574052,0.25626342161775234,0.20527859237536658,0.9467520858164482,0.9394700139470014,0.6138834680791748,0.1489668428640077
b,0,random,89,0.6324585775261337,0.8903036717944585,0.621111770257303,0.7770720614757312,0.31568016614745587,0.31645569620253167,0.9583221215654618,0.9522215067611075,0.7106806711226299,0.396777819408018
b,0,random,104,0.6326258646145033,0.882686868413647,0.6326409944698701,0.7935198379959499,0.18202247191011237,0.5942857142857143,0.9603448018731451,0.9505633945792306,0.7138785978911371,0.23376623376623376
b,0,random,119,0.6433496259620778,0.8786932977983463,0.6312611033904846,0.8141098270262105,0.3388834476003918,0.6049382716049383,0.9594369272992873,0.9480139302478171,0.6667731119271915,0.17129186602870813
b,0,random,134,0.6210782536985153,0.8876301335912096,0.6024571246942808,0.8133805588351043,0.30939226519337015,0.28125,0.9540429611432337,0.9537581037277147,0.6740346568426797,0.36168923014750454
b,0,random,149,0.6623057080394883,0.8973484222188569,0.6480731528945584,0.8515406162464986,0.2685851318944844,0.4720496894409938,0.9553886064750251,0.9559777218280309,0.6996550809233218,0.43294310946806325
b,0,random,164,0.6732245302379053,0.8884118630232657,0.672725021019363,0.8642112799299976,0.35892514395393477,0.5783132530120482,0.9547905055505779,0.9412320389797644,0.7117669125922221,0.3033325776467921
b,0,random,179,0.6715744186697155,0.8970058560019233,0.6582159512284548,0.842096263999316,0.3479188900747065,0.42424242424242425,0.9548177542171629,0.9462774745906974,0.728306607528716,0.4573615160349854
b,0,random,194,0.7085306744783452,0.9020889850593985,0.6970539269384375,0.9053919947072444,0.341842397336293,0.6125,0.9551208636828683,0.9407041691601835,0.7256326148078726,0.47852268165395423
b,0,random,209,0.6675006593944431,0.8932285088728797,0.6458987825487913,0.8865047995482778,0.279126213592233,0.5616438356164384,0.9623306680268231,0.9345332278481012,0.7554596926395255,0.2929061784897025
b,0,random,224,0.6852546979080419,0.9033999721730591,0.6621714944741421,0.8827361563517915,0.2276843467011643,0.5432098765432098,0.9580900595742152,0.9435420320801241,0.7438807602898947,0.497639653815893
b,0,random,239,0.7292501451912081,0.9192113753659119,0.6924223350931273,0.8997555012224939,0.29316770186335406,0.5960264900662252,0.963106045972571,0.9521506744718758,0.7642276422764228,0.6363169604655143
b,0,random,254,0.7503623498210636,0.9246441639697106,0.7122791984409035,0.9242757919701846,0.4090441932168551,0.5655172413793104,0.9619846510797787,0.9554971819132386,0.744996400287977,0.6912209889001009
b,0,random,269,0.7596170439734512,0.9312727988543236,0.7256013056114848,0.905377456049638,0.38943894389438943,0.5771812080536913,0.9668543773432715,0.9605111821086262,0.7932042890962262,0.7247518512683158
b,0,random,284,0.7581496743387367,0.9310808295678255,0.7310482791802271,0.9309503051438536,0.358695652173913,0.5838509316770186,0.9638177486599167,0.9603045972575956,0.7487283825025433,0.7607001029563171
b,0,random,299,0.758084955280159,0.9312668940413893,0.7301934691554189,0.9387218374682212,0.29612220916568743,0.620253164556962,0.9645079648652672,0.9550370828182941,0.7745056195760421,0.7574468085106383
b,0,random,314,0.7642141131571759,0.9325412595516964,0.7348104513538146,0.9437571290690533,0.32974910394265233,0.6257668711656442,0.9632919854415807,0.9599485199485199,0.7502890173410405,0.7766961651917405
b,0,random,329,0.7585492797767757,0.9317239568805313,0.7249155779237972,0.9435951502372166,0.31797235023041476,0.6052631578947368,0.963773618617948,0.9578589156410716,0.7547550432276657,0.7666267225883763
b,0,random,344,0.7659812487925103,0.9362321237773624,0.7472892386543764,0.9488323274731042,0.42674532940019666,0.5119047619047619,0.9647681881423634,0.9622224506578947,0.7691231995525102,0.7782724844167409
b,0,random,359,0.7703709788476149,0.9377467915387456,0.7490599007045058,0.9522229015634553,0.4132917964693666,0.5357142857142857,0.9659271235665738,0.9616685456595265,0.7778554452677199,0.7859167536923766
b,0,random,374,0.7668301672637264,0.9380912625704748,0.7361458250988022,0.9527489899877042,0.33371958285052145,0.5714285714285714,0.9656099674325496,0.9621510356361765,0.7801814375436148,0.801971585966947
b,0,random,389,0.7607115831639246,0.9404373056543546,0.7350317036784327,0.9520699090828846,0.29,0.5454545454545454,0.9662753532275891,0.9665446672508892,0.7847502434951996,0.8198863636363637
b,0,random,404,0.7668843826588528,0.9394563202762899,0.738616687355482,0.9553003533568905,0.3285024154589372,0.56,0.9651286190454837,0.9648738499600547,0.7761648002212084,0.818220640569395
b,0,random,419,0.7657096006324302,0.9379942620031526,0.7383611803142972,0.9505899050829415,0.3286384976525822,0.5732484076433121,0.9657274329936952,0.9630351691763076,0.7790178571428571,0.7997099347353155
b,0,random,434,0.7658773970091864,0.9378201439363565,0.7390119097339125,0.9473222124670764,0.31742243436754175,0.5897435897435898,0.966413673579155,0.9626675585972676,0.7908396946564885,0.7867326156531859
b,0,random,449,0.779780604510324,0.9392217127935141,0.7440245259358773,0.9552317880794702,0.3373205741626794,0.6482758620689655,0.9658970493858484,0.9631228638244288,0.7876254180602007,0.800990675990676
b,0,random,464,0.74949863368686,0.9378460737277592,0.7225851670888365,0.9555358724534987,0.25392670157068065,0.5256410256410257,0.9651086632926467,0.9641065225781551,0.7744848998024273,0.8076867504695853
b,0,random,479,0.7485486862064678,0.9365776644003962,0.7211644959406337,0.9503062117235346,0.27411167512690354,0.5217391304347826,0.9658540943814871,0.9624827020655015,0.784999295079656,0.7803476946334089
b,0,random,494,0.7306637203568711,0.9380068389499288,0.7131787904780688,0.9565294692861588,0.2727272727272727,0.37362637362637363,0.9647892566289994,0.9650950433418216,0.7758692919983242,0.8060093348891482
b,0,random,509,0.7629365600273506,0.9409900680603293,0.7423375733651233,0.9559514313569086,0.2820181112548512,0.5632183908045977,0.9665262625210234,0.9667809190011082,0.7869638826185101,0.819096922634455
b,0,random,524,0.7587146033320976,0.9414674692903054,0.7411542294010717,0.9591130820399113,0.2774869109947644,0.532608695652174,0.9665561288979434,0.96740473738414,0.788136795799631,0.8196958725561188
b,0,random,539,0.7485699238142629,0.9397026734037481,0.7355909339388657,0.9567906689051869,0.22745098039215686,0.5291005291005291,0.9660608584431423,0.9671806224098433,0.7795744680851063,0.8138313393638751
b,0,random,554,0.7603839312932367,0.9416233832747022,0.7441294574919249,0.9595725734639359,0.2905317769130999,0.5268817204301075,0.9662015411621195,0.9672114244470794,0.7838641188959661,0.8284243637403489
