metric,random_budget,random_score,strategy,labels_to_match,label_saving,final_score
macro_f1,914,0.7808458761877777,class_balanced,163.2367755397216,0.8214039654926459,0.9180295046036344
macro_f1,914,0.7808458761877777,margin,130.88778459735036,0.8567967345762031,0.9102912084358561
macro_f1,914,0.7808458761877777,prototype,190.5938423793068,0.7914728201539313,0.9160199805773358
macro_f1,914,0.7808458761877777,quota,,,0.689951710864303
macro_f1,914,0.7808458761877777,random,475.67733498304153,0.4795652790119896,0.7808458761877777
macro_f1,914,0.7808458761877777,uncertainty,190.5938423793068,0.7914728201539313,0.9145615037439608
balanced_acc,914,0.750420078686365,class_balanced,140.41235699207192,0.8463759770327441,0.9034976618921355
balanced_acc,914,0.750420078686365,margin,97.86142490977898,0.8929306073197166,0.8938494659837705
balanced_acc,914,0.750420078686365,prototype,165.46758622708606,0.8189632535808686,0.9004354294278182
balanced_acc,914,0.750420078686365,quota,808.5642832259737,0.11535636408536798,0.7440853136586228
balanced_acc,914,0.750420078686365,random,385.0812836265518,0.5786856853101184,0.750420078686365
balanced_acc,914,0.750420078686365,uncertainty,165.46758622708606,0.8189632535808686,0.8995325118129216
f1_agn,914,0.9599821286790966,class_balanced,167.96213675169238,0.8162339860484766,0.9791196490279731
f1_agn,914,0.9599821286790966,margin,192.06364858289217,0.7898647170865513,0.9777590370416058
f1_agn,914,0.9599821286790966,prototype,174.24132310208432,0.8093639791005641,0.9794940660928588
f1_agn,914,0.9599821286790966,quota,,,0.9233211019114664
f1_agn,914,0.9599821286790966,random,845.4340523392443,0.07501744820651607,0.9599821286790966
f1_agn,914,0.9599821286790966,uncertainty,174.24132310208432,0.8093639791005641,0.9799759163741572
f1_cep,914,0.4290550382647428,class_balanced,72.35468218864308,0.9208373280211782,0.8233358733165581
f1_cep,914,0.4290550382647428,margin,94.12819755685325,0.8970151011412985,0.8161339887354524
f1_cep,914,0.4290550382647428,prototype,116.07617425585106,0.8730019975318917,0.8174682149884955
f1_cep,914,0.4290550382647428,quota,,,0.3838988576051587
f1_cep,914,0.4290550382647428,random,612.8818605103424,0.32945091847883756,0.4290550382647428
f1_cep,914,0.4290550382647428,uncertainty,116.07617425585106,0.8730019975318917,0.8213393942367772
f1_cv,914,0.44906820009767545,class_balanced,93.95258089042025,0.8972072419142011,0.8630469781774697
f1_cv,914,0.44906820009767545,margin,67.72156327144793,0.925906385917453,0.799251602204139
f1_cv,914,0.44906820009767545,prototype,124.01150664809576,0.8643200146082104,0.8662388591800356
f1_cv,914,0.44906820009767545,quota,801.1717090405515,0.12344451964928721,0.45630344670290046
f1_cv,914,0.44906820009767545,random,144.91343499153007,0.8414513840355251,0.44906820009767545
f1_cv,914,0.44906820009767545,uncertainty,124.01150664809576,0.8643200146082104,0.8608385610314455
f1_ecl,914,0.9718207917651839,class_balanced,503.3789613606759,0.4492571538723459,0.982382742428508
f1_ecl,914,0.9718207917651839,margin,203.99459832997206,0.776811161564582,0.9837713471864704
f1_ecl,914,0.9718207917651839,prototype,616.313506166401,0.3256963827501083,0.9814095704585319
f1_ecl,914,0.9718207917651839,quota,,,0.9158415518259302
f1_ecl,914,0.9718207917651839,random,914.0,0.0,0.9718207917651839
f1_ecl,914,0.9718207917651839,uncertainty,668.4139246789194,0.26869373667514285,0.9803791178098884
f1_lpv,914,0.9724703665326178,class_balanced,213.87054022665754,0.76600597349381,0.9822488999542944
f1_lpv,914,0.9724703665326178,margin,177.72247855677725,0.8055552751019943,0.9817026014444161
f1_lpv,914,0.9724703665326178,prototype,283.47654462459167,0.6898506076317377,0.9822917640818478
f1_lpv,914,0.9724703665326178,quota,,,0.9432511818937801
f1_lpv,914,0.9724703665326178,random,914.0,0.0,0.9724703665326178
f1_lpv,914,0.9724703665326178,uncertainty,283.47654462459167,0.6898506076317377,0.9825754115609003
f1_rr,914,0.8252510946646285,class_balanced,577.3106108072052,0.3683691347842394,0.8847251550114004
f1_rr,914,0.8252510946646285,margin,201.5331307317834,0.7795042333350292,0.901857725289101
f1_rr,914,0.8252510946646285,prototype,701.5722369011276,0.23241549573180792,0.8728294500624131
f1_rr,914,0.8252510946646285,quota,,,0.4594500528123362
f1_rr,914,0.8252510946646285,random,914.0,0.0,0.8252510946646285
f1_rr,914,0.8252510946646285,uncertainty,763.138759232234,0.16505606210915322,0.8636729878162281
f1_yso,914,0.8582735133104988,class_balanced,214.07332448003385,0.7657841088839892,0.9113472343092377
f1_yso,914,0.8582735133104988,margin,175.64567061403037,0.8078274938577349,0.911562157149808
f1_yso,914,0.8582735133104988,prototype,281.7781859029306,0.6917087681587193,0.9124079391771669
f1_yso,914,0.8582735133104988,quota,,,0.7475957832985488
f1_yso,914,0.8582735133104988,random,898.9644485249252,0.01645027513684337,0.8582735133104988
f1_yso,914,0.8582735133104988,uncertainty,281.7781859029306,0.6917087681587193,0.9131491373783298
