metric,target_frac,target_score,reference,strategy,labels_needed,labels_needed_random,label_saving
macro_f1,0.9,0.6921010006075008,0.769001111786112,class_balanced,94.73849990285618,162.41994598759223,0.4167064929938251
macro_f1,0.9,0.6921010006075008,0.769001111786112,margin,66.57618830716598,162.41994598759223,0.5900984457152083
macro_f1,0.9,0.6921010006075008,0.769001111786112,prototype,127.42964137755098,162.41994598759223,0.2154310814308131
macro_f1,0.9,0.6921010006075008,0.769001111786112,quota,806.1999819945058,162.41994598759223,-3.9636759641337034
macro_f1,0.9,0.6921010006075008,0.769001111786112,random,162.41994598759223,162.41994598759223,0.0
macro_f1,0.9,0.6921010006075008,0.769001111786112,uncertainty,127.42964137755098,162.41994598759223,0.2154310814308131
macro_f1,0.95,0.7305510561968064,0.769001111786112,class_balanced,116.60422833867075,222.5189918367756,0.4759807808935092
macro_f1,0.95,0.7305510561968064,0.769001111786112,margin,90.89551743170169,222.5189918367756,0.5915156873514137
macro_f1,0.95,0.7305510561968064,0.769001111786112,prototype,142.73366483253267,222.5189918367756,0.35855513430857117
macro_f1,0.95,0.7305510561968064,0.769001111786112,quota,,222.5189918367756,
macro_f1,0.95,0.7305510561968064,0.769001111786112,random,222.5189918367756,222.5189918367756,0.0
macro_f1,0.95,0.7305510561968064,0.769001111786112,uncertainty,142.73366483253267,222.5189918367756,0.35855513430857117
macro_f1,0.99,0.7613111006682508,0.769001111786112,class_balanced,152.16051721962182,355.75598545586286,0.5722896495342319
macro_f1,0.99,0.7613111006682508,0.769001111786112,margin,111.18549352615007,355.75598545586286,0.6874669771650422
macro_f1,0.99,0.7613111006682508,0.769001111786112,prototype,175.0161239411547,355.75598545586286,0.5080444712212208
macro_f1,0.99,0.7613111006682508,0.769001111786112,quota,,355.75598545586286,
macro_f1,0.99,0.7613111006682508,0.769001111786112,random,355.75598545586286,355.75598545586286,0.0
macro_f1,0.99,0.7613111006682508,0.769001111786112,uncertainty,175.0161239411547,355.75598545586286,0.5080444712212208
balanced_acc,0.9,0.7107335210259489,0.7897039122510543,class_balanced,107.66762225564666,252.7900772428979,0.5740828776590297
balanced_acc,0.9,0.7107335210259489,0.7897039122510543,margin,67.18950300015507,252.7900772428979,0.7342083054328322
balanced_acc,0.9,0.7107335210259489,0.7897039122510543,prototype,116.36435909437036,252.7900772428979,0.5396798784053555
balanced_acc,0.9,0.7107335210259489,0.7897039122510543,quota,350.6772700259437,252.7900772428979,-0.38722719598281197
balanced_acc,0.9,0.7107335210259489,0.7897039122510543,random,252.7900772428979,252.7900772428979,0.0
balanced_acc,0.9,0.7107335210259489,0.7897039122510543,uncertainty,116.36435909437036,252.7900772428979,0.5396798784053555
balanced_acc,0.95,0.7502187166385016,0.7897039122510543,class_balanced,140.3217393822662,384.6717615020993,0.6352169474714603
balanced_acc,0.95,0.7502187166385016,0.7897039122510543,margin,97.7496925883404,384.6717615020993,0.745888046976365
balanced_acc,0.95,0.7502187166385016,0.7897039122510543,prototype,165.14987159641413,384.6717615020993,0.5706732645216204
balanced_acc,0.95,0.7502187166385016,0.7897039122510543,quota,806.6456142051993,384.6717615020993,-1.0969712230898891
balanced_acc,0.95,0.7502187166385016,0.7897039122510543,random,384.6717615020993,384.6717615020993,0.0
balanced_acc,0.95,0.7502187166385016,0.7897039122510543,uncertainty,165.14987159641413,384.6717615020993,0.5706732645216204
balanced_acc,0.99,0.7818068731285438,0.7897039122510543,class_balanced,187.11959189827928,,
balanced_acc,0.99,0.7818068731285438,0.7897039122510543,margin,142.45648252062725,,
balanced_acc,0.99,0.7818068731285438,0.7897039122510543,prototype,271.45758786367026,,
balanced_acc,0.99,0.7818068731285438,0.7897039122510543,quota,,,
balanced_acc,0.99,0.7818068731285438,0.7897039122510543,random,,,
balanced_acc,0.99,0.7818068731285438,0.7897039122510543,uncertainty,271.45758786367026,,
f1_agn,0.9,0.8623415950957011,0.9581573278841123,class_balanced,55.326541446418545,80.03737283471806,0.3087411606991255
f1_agn,0.9,0.8623415950957011,0.9581573278841123,margin,51.34788843978893,80.03737283471806,0.3584511007648217
f1_agn,0.9,0.8623415950957011,0.9581573278841123,prototype,71.19810209552766,80.03737283471806,0.11043929137259437
f1_agn,0.9,0.8623415950957011,0.9581573278841123,quota,251.35627834280393,80.03737283471806,-2.140486368310335
f1_agn,0.9,0.8623415950957011,0.9581573278841123,random,80.03737283471806,80.03737283471806,0.0
f1_agn,0.9,0.8623415950957011,0.9581573278841123,uncertainty,71.19810209552766,80.03737283471806,0.11043929137259437
f1_agn,0.95,0.9102494614899067,0.9581573278841123,class_balanced,93.14375647657585,162.6733971973342,0.427418630941936
f1_agn,0.95,0.9102494614899067,0.9581573278841123,margin,97.81730264069553,162.6733971973342,0.3986890030824382
f1_agn,0.95,0.9102494614899067,0.9581573278841123,prototype,97.00332929508679,162.6733971973342,0.40369273054883725
f1_agn,0.95,0.9102494614899067,0.9581573278841123,quota,671.9544435072169,162.6733971973342,-3.130696567995621
f1_agn,0.95,0.9102494614899067,0.9581573278841123,random,162.6733971973342,162.6733971973342,0.0
f1_agn,0.95,0.9102494614899067,0.9581573278841123,uncertainty,97.00332929508679,162.6733971973342,0.40369273054883725
f1_agn,0.99,0.9485757546052712,0.9581573278841123,class_balanced,127.57682526001983,467.53423151325757,0.7271283755050518
f1_agn,0.99,0.9485757546052712,0.9581573278841123,margin,166.49186603799276,467.53423151325757,0.6438937412152426
f1_agn,0.99,0.9485757546052712,0.9581573278841123,prototype,142.25518802850763,467.53423151325757,0.6957331069255112
f1_agn,0.99,0.9485757546052712,0.9581573278841123,quota,,467.53423151325757,
f1_agn,0.99,0.9485757546052712,0.9581573278841123,random,467.53423151325757,467.53423151325757,0.0
f1_agn,0.99,0.9485757546052712,0.9581573278841123,uncertainty,142.25518802850763,467.53423151325757,0.6957331069255112
f1_cep,0.9,0.5322698173137883,0.5914109081264314,class_balanced,117.2054230746015,,
