macro_f1,weighted_f1,balanced_acc,f1_agn,f1_cep,f1_cv,f1_ecl,f1_lpv,f1_rr,f1_yso,n_labels,seed
0.9327682336808408,0.9784560801386946,0.9174379297064388,0.9837962962962963,0.8543689320388349,0.8622754491017964,0.9872015567697029,0.9850272114157748,0.9256267409470752,0.9310814491964042,120000,0
