macro_f1,weighted_f1,balanced_acc,f1_agn,f1_cep,f1_cv,f1_ecl,f1_lpv,f1_rr,f1_sn,f1_yso,n_labels,seed
0.6783921178155121,0.9397147700863119,0.6698003772312983,0.9373209169054442,0.5227858985382631,0.4046242774566474,0.9639364851529559,0.9598387346875484,0.804696132596685,0.0,0.8339344971865532,60000,0
