track,seed,strategy,n_labels,macro_f1,weighted_f1,balanced_acc,f1_agn,f1_cep,f1_cv,f1_ecl,f1_lpv,f1_rr,f1_yso
b,0,uncertainty,539,0.8512510422981093,0.94306221928538,0.8124443072631903,0.9644153957879448,0.7025380710659899,0.8313253012048193,0.9630138186917526,0.9798061600355287,0.6397175639894086,0.877940985311322
b,0,uncertainty,554,0.8603830730635437,0.9457882046877872,0.8238156131607335,0.9724572457245725,0.7135678391959799,0.8433734939759037,0.963188924412636,0.9800365821792527,0.6606121762529431,0.8894452497035182
b,0,uncertainty,569,0.8629466431282676,0.9459817037596272,0.8282969586967229,0.9729924378826071,0.7394296951819076,0.8383233532934131,0.9641925747941512,0.9785562799465871,0.6629079104732616,0.8842242503259452
b,0,uncertainty,584,0.8703111784993297,0.9481979598885312,0.8334762992637625,0.9730606360933417,0.7497546614327772,0.8536585365853658,0.9647864554245907,0.9803010932240979,0.6816984858459513,0.8889183808891838
b,0,uncertainty,599,0.8635838862205097,0.9458413007424268,0.8261630913684741,0.974912328028055,0.7367387033398821,0.8484848484848485,0.9636070853462158,0.9795939696391712,0.6524211614682061,0.8893291072371896
b,0,uncertainty,614,0.8640104163526642,0.9448980199911771,0.8282645448860396,0.9749078154510298,0.75,0.8484848484848485,0.9621284263885023,0.9802989130434783,0.639221045439016,0.8930318656617744
b,0,uncertainty,629,0.8609929452740713,0.9448625446533906,0.8223168562873325,0.9761220825852783,0.7381889763779528,0.8395061728395061,0.9627430910951894,0.9794100696809347,0.6397071640230085,0.8912730603166296
b,0,uncertainty,644,0.8571471854313436,0.9424012168262476,0.8211349572599312,0.9755703251302317,0.7482993197278912,0.8271604938271605,0.960239180455205,0.9792424678690155,0.6191687871077184,0.8903497239021825
b,0,uncertainty,659,0.8587003806362932,0.9417971406158122,0.8211221926792636,0.9758419398293668,0.7485380116959064,0.8536585365853658,0.9601412788067195,0.9803767660910518,0.5964661788327682,0.8958799526128735
b,0,uncertainty,674,0.860594839184654,0.9439412660371893,0.8207731354784753,0.9777737945868435,0.7467980295566502,0.8395061728395061,0.9611759720618963,0.980622891660783,0.617703768624014,0.9005832449628844
b,0,uncertainty,689,0.8558234464333212,0.9425773120647015,0.8183629938225242,0.9773114518877231,0.7492566897918731,0.8170731707317073,0.9591367622728804,0.9819502128882271,0.6032562125107113,0.9027796249501263
b,0,uncertainty,704,0.8546120843138556,0.9430342232014071,0.8158442229679158,0.9764811490125673,0.7134146341463414,0.8363636363636363,0.9600889187884815,0.981574889580012,0.613950276243094,0.9004110860628564
b,0,uncertainty,719,0.8721108195384794,0.9495895228365979,0.8345387611552081,0.9770444763271162,0.75365141187926,0.8466257668711656,0.9651953084861207,0.9811724768246507,0.680113352225371,0.9009729441556711
